id	name	level	quality	gear_score	category	aliases
17743	禅师级背包	8	2	10	其他	NULL
17744	禅师级背包	8	3	11	其他	NULL
17745	禅师级背包	8	4	12	其他	NULL
17746	老手级洞察背包	4	0	4	其他	NULL
17747	老手级洞察背包	4	1	5	其他	NULL
17748	老手级洞察背包	4	2	6	其他	NULL
17749	老手级洞察背包	4	3	7	其他	NULL
17750	老手级洞察背包	4	4	8	其他	NULL
17721	老手级背包	4	0	4	其他	NULL
17722	老手级背包	4	1	5	其他	NULL
17723	老手级背包	4	2	6	其他	NULL
17724	老手级背包	4	3	7	其他	NULL
17725	老手级背包	4	4	8	其他	NULL
17191	Rosalia的日记	8	0	8	副手	NULL
17192	Rosalia的日记	8	1	9	副手	NULL
17193	Rosalia的日记	8	2	10	副手	NULL
17194	Rosalia的日记	8	3	11	副手	NULL
17195	Rosalia的日记	8	4	12	副手	NULL
17176	专家级咒书	5	0	5	副手	NULL
17177	专家级咒书	5	1	6	副手	NULL
17178	专家级咒书	5	2	7	副手	NULL
17179	专家级咒书	5	3	8	副手	NULL
17180	专家级咒书	5	4	9	副手	NULL
17326	专家级唤雾号角	5	0	5	副手	NULL
17327	专家级唤雾号角	5	1	6	副手	NULL
17328	专家级唤雾号角	5	2	7	副手	NULL
17329	专家级唤雾号角	5	3	8	副手	NULL
17330	专家级唤雾号角	5	4	9	副手	NULL
17226	专家级怨灵之链	5	0	5	副手	NULL
17227	专家级怨灵之链	5	1	6	副手	NULL
17228	专家级怨灵之链	5	2	7	副手	NULL
17229	专家级怨灵之链	5	3	8	副手	NULL
17230	专家级怨灵之链	5	4	9	副手	NULL
17101	专家级怯懦盾牌	5	0	5	副手	NULL
17102	专家级怯懦盾牌	5	1	6	副手	NULL
17103	专家级怯懦盾牌	5	2	7	副手	NULL
17104	专家级怯懦盾牌	5	3	8	副手	NULL
17105	专家级怯懦盾牌	5	4	9	副手	NULL
17151	专家级星域神盾	5	0	5	副手	NULL
17152	专家级星域神盾	5	1	6	副手	NULL
17153	专家级星域神盾	5	2	7	副手	NULL
17154	专家级星域神盾	5	3	8	副手	NULL
17155	专家级星域神盾	5	4	9	副手	NULL
17301	专家级火把	5	0	5	副手	NULL
17302	专家级火把	5	1	6	副手	NULL
17303	专家级火把	5	2	7	副手	NULL
17304	专家级火把	5	3	8	副手	NULL
17305	专家级火把	5	4	9	副手	NULL
17051	专家级盾牌	5	0	5	副手	NULL
17052	专家级盾牌	5	1	6	副手	NULL
17053	专家级盾牌	5	2	7	副手	NULL
17054	专家级盾牌	5	3	8	副手	NULL
17055	专家级盾牌	5	4	9	副手	NULL
17076	专家级石棺之盾	5	0	5	副手	NULL
17077	专家级石棺之盾	5	1	6	副手	NULL
17078	专家级石棺之盾	5	2	7	副手	NULL
17079	专家级石棺之盾	5	3	8	副手	NULL
17080	专家级石棺之盾	5	4	9	副手	NULL
17126	专家级破面之盾	5	0	5	副手	NULL
17127	专家级破面之盾	5	1	6	副手	NULL
17128	专家级破面之盾	5	2	7	副手	NULL
17129	专家级破面之盾	5	3	8	副手	NULL
17130	专家级破面之盾	5	4	9	副手	NULL
17351	专家级神圣权杖	5	0	5	副手	NULL
17352	专家级神圣权杖	5	1	6	副手	NULL
17353	专家级神圣权杖	5	2	7	副手	NULL
17354	专家级神圣权杖	5	3	8	副手	NULL
17355	专家级神圣权杖	5	4	9	副手	NULL
17201	专家级秘密之眼	5	0	5	副手	NULL
17202	专家级秘密之眼	5	1	6	副手	NULL
17203	专家级秘密之眼	5	2	7	副手	NULL
17204	专家级秘密之眼	5	3	8	副手	NULL
17205	专家级秘密之眼	5	4	9	副手	NULL
17276	专家级苍空香炉	5	0	5	副手	NULL
17277	专家级苍空香炉	5	1	6	副手	NULL
17278	专家级苍空香炉	5	2	7	副手	NULL
17279	专家级苍空香炉	5	3	8	副手	NULL
17280	专家级苍空香炉	5	4	9	副手	NULL
17376	专家级茔烛	5	0	5	副手	NULL
17377	专家级茔烛	5	1	6	副手	NULL
17378	专家级茔烛	5	2	7	副手	NULL
17379	专家级茔烛	5	3	8	副手	NULL
17380	专家级茔烛	5	4	9	副手	NULL
17251	专家级萨满祭环	5	0	5	副手	NULL
17252	专家级萨满祭环	5	1	6	副手	NULL
17253	专家级萨满祭环	5	2	7	副手	NULL
17254	专家级萨满祭环	5	3	8	副手	NULL
17255	专家级萨满祭环	5	4	9	副手	NULL
17401	专家级邪杖	5	0	5	副手	NULL
17402	专家级邪杖	5	1	6	副手	NULL
17403	专家级邪杖	5	2	7	副手	NULL
17404	专家级邪杖	5	3	8	副手	NULL
17405	专家级邪杖	5	4	9	副手	NULL
17181	大师级咒书	6	0	6	副手	NULL
17182	大师级咒书	6	1	7	副手	NULL
17183	大师级咒书	6	2	8	副手	NULL
17184	大师级咒书	6	3	9	副手	NULL
17185	大师级咒书	6	4	10	副手	NULL
17331	大师级唤雾号角	6	0	6	副手	NULL
17332	大师级唤雾号角	6	1	7	副手	NULL
17333	大师级唤雾号角	6	2	8	副手	NULL
17334	大师级唤雾号角	6	3	9	副手	NULL
17335	大师级唤雾号角	6	4	10	副手	NULL
17231	大师级怨灵之链	6	0	6	副手	NULL
17232	大师级怨灵之链	6	1	7	副手	NULL
17233	大师级怨灵之链	6	2	8	副手	NULL
17234	大师级怨灵之链	6	3	9	副手	NULL
17235	大师级怨灵之链	6	4	10	副手	NULL
17106	大师级怯懦盾牌	6	0	6	副手	NULL
17107	大师级怯懦盾牌	6	1	7	副手	NULL
17108	大师级怯懦盾牌	6	2	8	副手	NULL
17109	大师级怯懦盾牌	6	3	9	副手	NULL
17110	大师级怯懦盾牌	6	4	10	副手	NULL
17156	大师级星域神盾	6	0	6	副手	NULL
17157	大师级星域神盾	6	1	7	副手	NULL
17158	大师级星域神盾	6	2	8	副手	NULL
17159	大师级星域神盾	6	3	9	副手	NULL
17160	大师级星域神盾	6	4	10	副手	NULL
17306	大师级火把	6	0	6	副手	NULL
17307	大师级火把	6	1	7	副手	NULL
17308	大师级火把	6	2	8	副手	NULL
17309	大师级火把	6	3	9	副手	NULL
17310	大师级火把	6	4	10	副手	NULL
17056	大师级盾牌	6	0	6	副手	NULL
17057	大师级盾牌	6	1	7	副手	NULL
17058	大师级盾牌	6	2	8	副手	NULL
17059	大师级盾牌	6	3	9	副手	NULL
17060	大师级盾牌	6	4	10	副手	NULL
17081	大师级石棺之盾	6	0	6	副手	NULL
17082	大师级石棺之盾	6	1	7	副手	NULL
17083	大师级石棺之盾	6	2	8	副手	NULL
17084	大师级石棺之盾	6	3	9	副手	NULL
17085	大师级石棺之盾	6	4	10	副手	NULL
17131	大师级破面之盾	6	0	6	副手	NULL
17132	大师级破面之盾	6	1	7	副手	NULL
17133	大师级破面之盾	6	2	8	副手	NULL
17134	大师级破面之盾	6	3	9	副手	NULL
17135	大师级破面之盾	6	4	10	副手	NULL
17356	大师级神圣权杖	6	0	6	副手	NULL
17357	大师级神圣权杖	6	1	7	副手	NULL
17358	大师级神圣权杖	6	2	8	副手	NULL
17359	大师级神圣权杖	6	3	9	副手	NULL
17360	大师级神圣权杖	6	4	10	副手	NULL
17206	大师级秘密之眼	6	0	6	副手	NULL
17207	大师级秘密之眼	6	1	7	副手	NULL
17208	大师级秘密之眼	6	2	8	副手	NULL
17209	大师级秘密之眼	6	3	9	副手	NULL
17210	大师级秘密之眼	6	4	10	副手	NULL
17281	大师级苍空香炉	6	0	6	副手	NULL
17282	大师级苍空香炉	6	1	7	副手	NULL
17283	大师级苍空香炉	6	2	8	副手	NULL
17284	大师级苍空香炉	6	3	9	副手	NULL
17285	大师级苍空香炉	6	4	10	副手	NULL
17381	大师级茔烛	6	0	6	副手	NULL
17382	大师级茔烛	6	1	7	副手	NULL
17383	大师级茔烛	6	2	8	副手	NULL
17384	大师级茔烛	6	3	9	副手	NULL
17385	大师级茔烛	6	4	10	副手	NULL
17256	大师级萨满祭环	6	0	6	副手	NULL
17257	大师级萨满祭环	6	1	7	副手	NULL
17258	大师级萨满祭环	6	2	8	副手	NULL
17259	大师级萨满祭环	6	3	9	副手	NULL
17260	大师级萨满祭环	6	4	10	副手	NULL
17406	大师级邪杖	6	0	6	副手	NULL
17407	大师级邪杖	6	1	7	副手	NULL
17408	大师级邪杖	6	2	8	副手	NULL
17409	大师级邪杖	6	3	9	副手	NULL
17410	大师级邪杖	6	4	10	副手	NULL
17186	宗师级咒书	7	0	7	副手	NULL
17187	宗师级咒书	7	1	8	副手	NULL
17188	宗师级咒书	7	2	9	副手	NULL
17189	宗师级咒书	7	3	10	副手	NULL
17190	宗师级咒书	7	4	11	副手	NULL
17336	宗师级唤雾号角	7	0	7	副手	NULL
17337	宗师级唤雾号角	7	1	8	副手	NULL
17338	宗师级唤雾号角	7	2	9	副手	NULL
17339	宗师级唤雾号角	7	3	10	副手	NULL
17340	宗师级唤雾号角	7	4	11	副手	NULL
17236	宗师级怨灵之链	7	0	7	副手	NULL
17237	宗师级怨灵之链	7	1	8	副手	NULL
17238	宗师级怨灵之链	7	2	9	副手	NULL
17239	宗师级怨灵之链	7	3	10	副手	NULL
17240	宗师级怨灵之链	7	4	11	副手	NULL
17111	宗师级怯懦盾牌	7	0	7	副手	NULL
17112	宗师级怯懦盾牌	7	1	8	副手	NULL
17113	宗师级怯懦盾牌	7	2	9	副手	NULL
17114	宗师级怯懦盾牌	7	3	10	副手	NULL
17115	宗师级怯懦盾牌	7	4	11	副手	NULL
17161	宗师级星域神盾	7	0	7	副手	NULL
17162	宗师级星域神盾	7	1	8	副手	NULL
17163	宗师级星域神盾	7	2	9	副手	NULL
17164	宗师级星域神盾	7	3	10	副手	NULL
17165	宗师级星域神盾	7	4	11	副手	NULL
17311	宗师级火把	7	0	7	副手	NULL
17312	宗师级火把	7	1	8	副手	NULL
17313	宗师级火把	7	2	9	副手	NULL
17314	宗师级火把	7	3	10	副手	NULL
17315	宗师级火把	7	4	11	副手	NULL
17061	宗师级盾牌	7	0	7	副手	NULL
17062	宗师级盾牌	7	1	8	副手	NULL
17063	宗师级盾牌	7	2	9	副手	NULL
17064	宗师级盾牌	7	3	10	副手	NULL
17065	宗师级盾牌	7	4	11	副手	NULL
17086	宗师级石棺之盾	7	0	7	副手	NULL
17087	宗师级石棺之盾	7	1	8	副手	NULL
17088	宗师级石棺之盾	7	2	9	副手	NULL
17089	宗师级石棺之盾	7	3	10	副手	NULL
17090	宗师级石棺之盾	7	4	11	副手	NULL
17136	宗师级破面之盾	7	0	7	副手	NULL
17137	宗师级破面之盾	7	1	8	副手	NULL
17138	宗师级破面之盾	7	2	9	副手	NULL
17139	宗师级破面之盾	7	3	10	副手	NULL
17140	宗师级破面之盾	7	4	11	副手	NULL
17361	宗师级神圣权杖	7	0	7	副手	NULL
17362	宗师级神圣权杖	7	1	8	副手	NULL
17363	宗师级神圣权杖	7	2	9	副手	NULL
17364	宗师级神圣权杖	7	3	10	副手	NULL
17365	宗师级神圣权杖	7	4	11	副手	NULL
17211	宗师级秘密之眼	7	0	7	副手	NULL
17212	宗师级秘密之眼	7	1	8	副手	NULL
17213	宗师级秘密之眼	7	2	9	副手	NULL
17214	宗师级秘密之眼	7	3	10	副手	NULL
17215	宗师级秘密之眼	7	4	11	副手	NULL
17286	宗师级苍空香炉	7	0	7	副手	NULL
17287	宗师级苍空香炉	7	1	8	副手	NULL
17288	宗师级苍空香炉	7	2	9	副手	NULL
17289	宗师级苍空香炉	7	3	10	副手	NULL
17290	宗师级苍空香炉	7	4	11	副手	NULL
17386	宗师级茔烛	7	0	7	副手	NULL
17387	宗师级茔烛	7	1	8	副手	NULL
17388	宗师级茔烛	7	2	9	副手	NULL
17389	宗师级茔烛	7	3	10	副手	NULL
17390	宗师级茔烛	7	4	11	副手	NULL
17261	宗师级萨满祭环	7	0	7	副手	NULL
17262	宗师级萨满祭环	7	1	8	副手	NULL
17263	宗师级萨满祭环	7	2	9	副手	NULL
17264	宗师级萨满祭环	7	3	10	副手	NULL
17265	宗师级萨满祭环	7	4	11	副手	NULL
17411	宗师级邪杖	7	0	7	副手	NULL
17412	宗师级邪杖	7	1	8	副手	NULL
17413	宗师级邪杖	7	2	9	副手	NULL
17414	宗师级邪杖	7	3	10	副手	NULL
17415	宗师级邪杖	7	4	11	副手	NULL
17341	禅师级唤雾号角	8	0	8	副手	NULL
17342	禅师级唤雾号角	8	1	9	副手	NULL
17343	禅师级唤雾号角	8	2	10	副手	NULL
17344	禅师级唤雾号角	8	3	11	副手	NULL
17345	禅师级唤雾号角	8	4	12	副手	NULL
17241	禅师级怨灵之链	8	0	8	副手	NULL
17242	禅师级怨灵之链	8	1	9	副手	NULL
17243	禅师级怨灵之链	8	2	10	副手	NULL
17244	禅师级怨灵之链	8	3	11	副手	NULL
17245	禅师级怨灵之链	8	4	12	副手	NULL
17116	禅师级怯懦盾牌	8	0	8	副手	NULL
17117	禅师级怯懦盾牌	8	1	9	副手	NULL
17118	禅师级怯懦盾牌	8	2	10	副手	NULL
17119	禅师级怯懦盾牌	8	3	11	副手	NULL
17120	禅师级怯懦盾牌	8	4	12	副手	NULL
17166	禅师级星域神盾	8	0	8	副手	NULL
17167	禅师级星域神盾	8	1	9	副手	NULL
17168	禅师级星域神盾	8	2	10	副手	NULL
17169	禅师级星域神盾	8	3	11	副手	NULL
17170	禅师级星域神盾	8	4	12	副手	NULL
17316	禅师级火把	8	0	8	副手	NULL
17317	禅师级火把	8	1	9	副手	NULL
17318	禅师级火把	8	2	10	副手	NULL
17319	禅师级火把	8	3	11	副手	NULL
17320	禅师级火把	8	4	12	副手	NULL
17066	禅师级盾牌	8	0	8	副手	NULL
17067	禅师级盾牌	8	1	9	副手	NULL
17068	禅师级盾牌	8	2	10	副手	NULL
17069	禅师级盾牌	8	3	11	副手	NULL
17070	禅师级盾牌	8	4	12	副手	NULL
17091	禅师级石棺之盾	8	0	8	副手	NULL
17092	禅师级石棺之盾	8	1	9	副手	NULL
17093	禅师级石棺之盾	8	2	10	副手	NULL
17094	禅师级石棺之盾	8	3	11	副手	NULL
17095	禅师级石棺之盾	8	4	12	副手	NULL
17141	禅师级破面之盾	8	0	8	副手	NULL
17142	禅师级破面之盾	8	1	9	副手	NULL
17143	禅师级破面之盾	8	2	10	副手	NULL
17144	禅师级破面之盾	8	3	11	副手	NULL
17145	禅师级破面之盾	8	4	12	副手	NULL
17366	禅师级神圣权杖	8	0	8	副手	NULL
17367	禅师级神圣权杖	8	1	9	副手	NULL
17368	禅师级神圣权杖	8	2	10	副手	NULL
17369	禅师级神圣权杖	8	3	11	副手	NULL
17370	禅师级神圣权杖	8	4	12	副手	NULL
17216	禅师级秘密之眼	8	0	8	副手	NULL
17217	禅师级秘密之眼	8	1	9	副手	NULL
17218	禅师级秘密之眼	8	2	10	副手	NULL
17219	禅师级秘密之眼	8	3	11	副手	NULL
17220	禅师级秘密之眼	8	4	12	副手	NULL
17291	禅师级苍空香炉	8	0	8	副手	NULL
17292	禅师级苍空香炉	8	1	9	副手	NULL
17293	禅师级苍空香炉	8	2	10	副手	NULL
17294	禅师级苍空香炉	8	3	11	副手	NULL
17295	禅师级苍空香炉	8	4	12	副手	NULL
17391	禅师级茔烛	8	0	8	副手	NULL
17392	禅师级茔烛	8	1	9	副手	NULL
17393	禅师级茔烛	8	2	10	副手	NULL
17394	禅师级茔烛	8	3	11	副手	NULL
17395	禅师级茔烛	8	4	12	副手	NULL
17266	禅师级萨满祭环	8	0	8	副手	NULL
17267	禅师级萨满祭环	8	1	9	副手	NULL
17268	禅师级萨满祭环	8	2	10	副手	NULL
17269	禅师级萨满祭环	8	3	11	副手	NULL
17270	禅师级萨满祭环	8	4	12	副手	NULL
17416	禅师级邪杖	8	0	8	副手	NULL
17417	禅师级邪杖	8	1	9	副手	NULL
17418	禅师级邪杖	8	2	10	副手	NULL
17419	禅师级邪杖	8	3	11	副手	NULL
17420	禅师级邪杖	8	4	12	副手	NULL
17171	老手级咒书	4	0	4	副手	NULL
17172	老手级咒书	4	1	5	副手	NULL
17173	老手级咒书	4	2	6	副手	NULL
17174	老手级咒书	4	3	7	副手	NULL
17175	老手级咒书	4	4	8	副手	NULL
17321	老手级唤雾号角	4	0	4	副手	NULL
17322	老手级唤雾号角	4	1	5	副手	NULL
17323	老手级唤雾号角	4	2	6	副手	NULL
17324	老手级唤雾号角	4	3	7	副手	NULL
17325	老手级唤雾号角	4	4	8	副手	NULL
17221	老手级怨灵之链	4	0	4	副手	NULL
17222	老手级怨灵之链	4	1	5	副手	NULL
17223	老手级怨灵之链	4	2	6	副手	NULL
17224	老手级怨灵之链	4	3	7	副手	NULL
17225	老手级怨灵之链	4	4	8	副手	NULL
17096	老手级怯懦盾牌	4	0	4	副手	NULL
17097	老手级怯懦盾牌	4	1	5	副手	NULL
17098	老手级怯懦盾牌	4	2	6	副手	NULL
17099	老手级怯懦盾牌	4	3	7	副手	NULL
17100	老手级怯懦盾牌	4	4	8	副手	NULL
17146	老手级星域神盾	4	0	4	副手	NULL
17147	老手级星域神盾	4	1	5	副手	NULL
17148	老手级星域神盾	4	2	6	副手	NULL
17149	老手级星域神盾	4	3	7	副手	NULL
17150	老手级星域神盾	4	4	8	副手	NULL
17296	老手级火把	4	0	4	副手	NULL
17297	老手级火把	4	1	5	副手	NULL
17298	老手级火把	4	2	6	副手	NULL
17299	老手级火把	4	3	7	副手	NULL
17300	老手级火把	4	4	8	副手	NULL
17046	老手级盾牌	4	0	4	副手	NULL
17047	老手级盾牌	4	1	5	副手	NULL
17048	老手级盾牌	4	2	6	副手	NULL
17049	老手级盾牌	4	3	7	副手	NULL
17050	老手级盾牌	4	4	8	副手	NULL
17071	老手级石棺之盾	4	0	4	副手	NULL
17072	老手级石棺之盾	4	1	5	副手	NULL
17073	老手级石棺之盾	4	2	6	副手	NULL
17074	老手级石棺之盾	4	3	7	副手	NULL
17075	老手级石棺之盾	4	4	8	副手	NULL
17121	老手级破面之盾	4	0	4	副手	NULL
17122	老手级破面之盾	4	1	5	副手	NULL
17123	老手级破面之盾	4	2	6	副手	NULL
17124	老手级破面之盾	4	3	7	副手	NULL
17125	老手级破面之盾	4	4	8	副手	NULL
17346	老手级神圣权杖	4	0	4	副手	NULL
17347	老手级神圣权杖	4	1	5	副手	NULL
17348	老手级神圣权杖	4	2	6	副手	NULL
17349	老手级神圣权杖	4	3	7	副手	NULL
17350	老手级神圣权杖	4	4	8	副手	NULL
17196	老手级秘密之眼	4	0	4	副手	NULL
17197	老手级秘密之眼	4	1	5	副手	NULL
17198	老手级秘密之眼	4	2	6	副手	NULL
17199	老手级秘密之眼	4	3	7	副手	NULL
17200	老手级秘密之眼	4	4	8	副手	NULL
17271	老手级苍空香炉	4	0	4	副手	NULL
17272	老手级苍空香炉	4	1	5	副手	NULL
17273	老手级苍空香炉	4	2	6	副手	NULL
17274	老手级苍空香炉	4	3	7	副手	NULL
17275	老手级苍空香炉	4	4	8	副手	NULL
17371	老手级茔烛	4	0	4	副手	NULL
17372	老手级茔烛	4	1	5	副手	NULL
17373	老手级茔烛	4	2	6	副手	NULL
17374	老手级茔烛	4	3	7	副手	NULL
17375	老手级茔烛	4	4	8	副手	NULL
17246	老手级萨满祭环	4	0	4	副手	NULL
17247	老手级萨满祭环	4	1	5	副手	NULL
17248	老手级萨满祭环	4	2	6	副手	NULL
17249	老手级萨满祭环	4	3	7	副手	NULL
17250	老手级萨满祭环	4	4	8	副手	NULL
17396	老手级邪杖	4	0	4	副手	NULL
17397	老手级邪杖	4	1	5	副手	NULL
17398	老手级邪杖	4	2	6	副手	NULL
17399	老手级邪杖	4	3	7	副手	NULL
17400	老手级邪杖	4	4	8	副手	NULL
17851	专家级役牛	5	0	5	坐骑	NULL
21831	专家级役牛	5	1	6	坐骑	NULL
21832	专家级役牛	5	2	7	坐骑	NULL
21833	专家级役牛	5	3	8	坐骑	NULL
21834	专家级役牛	5	4	9	坐骑	NULL
17884	专家级战马	5	0	5	坐骑	NULL
21943	专家级战马	5	1	6	坐骑	NULL
21944	专家级战马	5	2	7	坐骑	NULL
21945	专家级战马	5	3	8	坐骑	NULL
21946	专家级战马	5	4	9	坐骑	NULL
17846	专家级铠马	5	0	5	坐骑	NULL
21811	专家级铠马	5	1	6	坐骑	NULL
21812	专家级铠马	5	2	7	坐骑	NULL
21813	专家级铠马	5	3	8	坐骑	NULL
21814	专家级铠马	5	4	9	坐骑	NULL
17842	专家级骑乘马	5	0	5	坐骑	NULL
21795	专家级骑乘马	5	1	6	坐骑	NULL
21796	专家级骑乘马	5	2	7	坐骑	NULL
21797	专家级骑乘马	5	3	8	坐骑	NULL
21798	专家级骑乘马	5	4	9	坐骑	NULL
17890	冰霜公羊	6	0	6	坐骑	NULL
21967	冰霜公羊	6	1	7	坐骑	NULL
21968	冰霜公羊	6	2	8	坐骑	NULL
21969	冰霜公羊	6	3	9	坐骑	NULL
21970	冰霜公羊	6	4	10	坐骑	NULL
17852	大师级役牛	6	0	6	坐骑	NULL
21835	大师级役牛	6	1	7	坐骑	NULL
21836	大师级役牛	6	2	8	坐骑	NULL
21837	大师级役牛	6	3	9	坐骑	NULL
21838	大师级役牛	6	4	10	坐骑	NULL
17885	大师级战马	6	0	6	坐骑	NULL
21947	大师级战马	6	1	7	坐骑	NULL
21948	大师级战马	6	2	8	坐骑	NULL
21949	大师级战马	6	3	9	坐骑	NULL
21950	大师级战马	6	4	10	坐骑	NULL
17847	大师级铠马	6	0	6	坐骑	NULL
21815	大师级铠马	6	1	7	坐骑	NULL
21816	大师级铠马	6	2	8	坐骑	NULL
21817	大师级铠马	6	3	9	坐骑	NULL
21818	大师级铠马	6	4	10	坐骑	NULL
17843	大师级骑乘马	6	0	6	坐骑	NULL
21799	大师级骑乘马	6	1	7	坐骑	NULL
21800	大师级骑乘马	6	2	8	坐骑	NULL
21801	大师级骑乘马	6	3	9	坐骑	NULL
21802	大师级骑乘马	6	4	10	坐骑	NULL
17853	宗师级役牛	7	0	7	坐骑	NULL
21839	宗师级役牛	7	1	8	坐骑	NULL
21840	宗师级役牛	7	2	9	坐骑	NULL
21841	宗师级役牛	7	3	10	坐骑	NULL
21842	宗师级役牛	7	4	11	坐骑	NULL
17886	宗师级战马	7	0	7	坐骑	NULL
21951	宗师级战马	7	1	8	坐骑	NULL
21952	宗师级战马	7	2	9	坐骑	NULL
21953	宗师级战马	7	3	10	坐骑	NULL
21954	宗师级战马	7	4	11	坐骑	NULL
17848	宗师级铠马	7	0	7	坐骑	NULL
21819	宗师级铠马	7	1	8	坐骑	NULL
21820	宗师级铠马	7	2	9	坐骑	NULL
21821	宗师级铠马	7	3	10	坐骑	NULL
21822	宗师级铠马	7	4	11	坐骑	NULL
17844	宗师级骑乘马	7	0	7	坐骑	NULL
21803	宗师级骑乘马	7	1	8	坐骑	NULL
21804	宗师级骑乘马	7	2	9	坐骑	NULL
21805	宗师级骑乘马	7	3	10	坐骑	NULL
21806	宗师级骑乘马	7	4	11	坐骑	NULL
17878	幽灵白骨马	8	1	9	坐骑	NULL
17880	怒爪	8	1	9	坐骑	NULL
17857	恐狼	6	0	6	坐骑	NULL
21855	恐狼	6	1	7	坐骑	NULL
21856	恐狼	6	2	8	坐骑	NULL
21857	恐狼	6	3	9	坐骑	NULL
21858	恐狼	6	4	10	坐骑	NULL
17877	攻城弩炮	6	0	6	坐骑	NULL
21931	攻城弩炮	6	1	7	坐骑	NULL
21932	攻城弩炮	6	2	8	坐骑	NULL
21933	攻城弩炮	6	3	9	坐骑	NULL
21934	攻城弩炮	6	4	10	坐骑	NULL
17882	春季棉尾兔	8	0	8	坐骑	NULL
21935	春季棉尾兔	8	1	9	坐骑	NULL
21936	春季棉尾兔	8	2	10	坐骑	NULL
21937	春季棉尾兔	8	3	11	坐骑	NULL
21938	春季棉尾兔	8	4	12	坐骑	NULL
17876	毒液蛇怪	7	0	7	坐骑	NULL
21927	毒液蛇怪	7	1	8	坐骑	NULL
21928	毒液蛇怪	7	2	9	坐骑	NULL
21929	毒液蛇怪	7	3	10	坐骑	NULL
21930	毒液蛇怪	7	4	11	坐骑	NULL
17875	烈焰蛇怪	7	0	7	坐骑	NULL
21923	烈焰蛇怪	7	1	8	坐骑	NULL
21924	烈焰蛇怪	7	2	9	坐骑	NULL
21925	烈焰蛇怪	7	3	10	坐骑	NULL
21926	烈焰蛇怪	7	4	11	坐骑	NULL
17874	禅师级号令猛犸象	8	1	9	坐骑	NULL
17854	禅师级役牛	8	0	8	坐骑	NULL
21843	禅师级役牛	8	1	9	坐骑	NULL
21844	禅师级役牛	8	2	10	坐骑	NULL
21845	禅师级役牛	8	3	11	坐骑	NULL
21846	禅师级役牛	8	4	12	坐骑	NULL
17887	禅师级战马	8	0	8	坐骑	NULL
21955	禅师级战马	8	1	9	坐骑	NULL
21956	禅师级战马	8	2	10	坐骑	NULL
21957	禅师级战马	8	3	11	坐骑	NULL
21958	禅师级战马	8	4	12	坐骑	NULL
17861	禅师级运输猛犸象	8	0	8	坐骑	NULL
21871	禅师级运输猛犸象	8	1	9	坐骑	NULL
21872	禅师级运输猛犸象	8	2	10	坐骑	NULL
21873	禅师级运输猛犸象	8	3	11	坐骑	NULL
21874	禅师级运输猛犸象	8	4	12	坐骑	NULL
17849	禅师级铠马	8	0	8	坐骑	NULL
21823	禅师级铠马	8	1	9	坐骑	NULL
21824	禅师级铠马	8	2	10	坐骑	NULL
21825	禅师级铠马	8	3	11	坐骑	NULL
21826	禅师级铠马	8	4	12	坐骑	NULL
17845	禅师级骑乘马	8	0	8	坐骑	NULL
21807	禅师级骑乘马	8	1	9	坐骑	NULL
21808	禅师级骑乘马	8	2	10	坐骑	NULL
21809	禅师级骑乘马	8	3	11	坐骑	NULL
