id,name,level,quality,gear_score,category,aliases
17307,火把,6,1,7,副手,
17308,火把,6,2,8,副手,
17309,火把,6,3,9,副手,
17310,火把,6,4,10,副手,
17056,盾牌,6,0,6,副手,
17057,盾牌,6,1,7,副手,
17058,盾牌,6,2,8,副手,
17059,盾牌,6,3,9,副手,
17060,盾牌,6,4,10,副手,
17081,石棺之盾,6,0,6,副手,
17082,石棺之盾,6,1,7,副手,
17083,石棺之盾,6,2,8,副手,
17084,石棺之盾,6,3,9,副手,
17085,石棺之盾,6,4,10,副手,
17131,破面之盾,6,0,6,副手,
17132,破面之盾,6,1,7,副手,
17133,破面之盾,6,2,8,副手,
17134,破面之盾,6,3,9,副手,
17135,破面之盾,6,4,10,副手,
17356,神圣权杖,6,0,6,副手,
17357,神圣权杖,6,1,7,副手,
17358,神圣权杖,6,2,8,副手,
17359,神圣权杖,6,3,9,副手,
17360,神圣权杖,6,4,10,副手,
17206,秘密之眼,6,0,6,副手,"宝珠,回蓝珠"
17207,秘密之眼,6,1,7,副手,"宝珠,回蓝珠"
17208,秘密之眼,6,2,8,副手,"宝珠,回蓝珠"
17209,秘密之眼,6,3,9,副手,"宝珠,回蓝珠"
17210,秘密之眼,6,4,10,副手,"宝珠,回蓝珠"
17281,苍空香炉,6,0,6,副手,
17282,苍空香炉,6,1,7,副手,
17283,苍空香炉,6,2,8,副手,
17284,苍空香炉,6,3,9,副手,
17285,苍空香炉,6,4,10,副手,
17381,茔烛,6,0,6,副手,
17382,茔烛,6,1,7,副手,
17383,茔烛,6,2,8,副手,
17384,茔烛,6,3,9,副手,
17385,茔烛,6,4,10,副手,
17256,萨满祭环,6,0,6,副手,血牌
17257,萨满祭环,6,1,7,副手,血牌
17258,萨满祭环,6,2,8,副手,血牌
17259,萨满祭环,6,3,9,副手,血牌
17260,萨满祭环,6,4,10,副手,血牌
17406,邪杖,6,0,6,副手,
17407,邪杖,6,1,7,副手,
17408,邪杖,6,2,8,副手,
17409,邪杖,6,3,9,副手,
17410,邪杖,6,4,10,副手,
17186,咒书,7,0,7,副手,
17187,咒书,7,1,8,副手,
17188,咒书,7,2,9,副手,
17189,咒书,7,3,10,副手,
17190,咒书,7,4,11,副手,
17336,唤雾号角,7,0,7,副手,
17337,唤雾号角,7,1,8,副手,
17338,唤雾号角,7,2,9,副手,
17339,唤雾号角,7,3,10,副手,
17340,唤雾号角,7,4,11,副手,
17236,怨灵之链,7,0,7,副手,狗链
17237,怨灵之链,7,1,8,副手,狗链
17238,怨灵之链,7,2,9,副手,狗链
17239,怨灵之链,7,3,10,副手,狗链
17240,怨灵之链,7,4,11,副手,狗链
17111,怯懦盾牌,7,0,7,副手,
17112,怯懦盾牌,7,1,8,副手,
17113,怯懦盾牌,7,2,9,副手,
17114,怯懦盾牌,7,3,10,副手,
17115,怯懦盾牌,7,4,11,副手,
17161,星域神盾,7,0,7,副手,
17162,星域神盾,7,1,8,副手,
17163,星域神盾,7,2,9,副手,
17164,星域神盾,7,3,10,副手,
17165,星域神盾,7,4,11,副手,
17311,火把,7,0,7,副手,
17312,火把,7,1,8,副手,
17313,火把,7,2,9,副手,
17314,火把,7,3,10,副手,
17315,火把,7,4,11,副手,
17061,盾牌,7,0,7,副手,
17062,盾牌,7,1,8,副手,
17063,盾牌,7,2,9,副手,
17064,盾牌,7,3,10,副手,
17065,盾牌,7,4,11,副手,
17086,石棺之盾,7,0,7,副手,
17087,石棺之盾,7,1,8,副手,
17088,石棺之盾,7,2,9,副手,
17089,石棺之盾,7,3,10,副手,
17090,石棺之盾,7,4,11,副手,
17136,破面之盾,7,0,7,副手,
17137,破面之盾,7,1,8,副手,
17138,破面之盾,7,2,9,副手,
17139,破面之盾,7,3,10,副手,
17140,破面之盾,7,4,11,副手,
17361,神圣权杖,7,0,7,副手,
17362,神圣权杖,7,1,8,副手,
17363,神圣权杖,7,2,9,副手,
17364,神圣权杖,7,3,10,副手,
17365,神圣权杖,7,4,11,副手,
17211,秘密之眼,7,0,7,副手,"宝珠,回蓝珠"
17212,秘密之眼,7,1,8,副手,"宝珠,回蓝珠"
17213,秘密之眼,7,2,9,副手,"宝珠,回蓝珠"
17214,秘密之眼,7,3,10,副手,"宝珠,回蓝珠"
17215,秘密之眼,7,4,11,副手,"宝珠,回蓝珠"
17286,苍空香炉,7,0,7,副手,
17287,苍空香炉,7,1,8,副手,
17288,苍空香炉,7,2,9,副手,
17289,苍空香炉,7,3,10,副手,
17290,苍空香炉,7,4,11,副手,
17386,茔烛,7,0,7,副手,
17387,茔烛,7,1,8,副手,
17388,茔烛,7,2,9,副手,
17389,茔烛,7,3,10,副手,
17390,茔烛,7,4,11,副手,
17261,萨满祭环,7,0,7,副手,血牌
17262,萨满祭环,7,1,8,副手,血牌
17263,萨满祭环,7,2,9,副手,血牌
17264,萨满祭环,7,3,10,副手,血牌
17265,萨满祭环,7,4,11,副手,血牌
17411,邪杖,7,0,7,副手,
17412,邪杖,7,1,8,副手,
17413,邪杖,7,2,9,副手,
17414,邪杖,7,3,10,副手,
17415,邪杖,7,4,11,副手,
17341,唤雾号角,8,0,8,副手,
17342,唤雾号角,8,1,9,副手,
17343,唤雾号角,8,2,10,副手,
17344,唤雾号角,8,3,11,副手,
17345,唤雾号角,8,4,12,副手,
17241,怨灵之链,8,0,8,副手,狗链
17242,怨灵之链,8,1,9,副手,狗链
17243,怨灵之链,8,2,10,副手,狗链
17244,怨灵之链,8,3,11,副手,狗链
17245,怨灵之链,8,4,12,副手,狗链
17116,怯懦盾牌,8,0,8,副手,
17117,怯懦盾牌,8,1,9,副手,
17118,怯懦盾牌,8,2,10,副手,
17119,怯懦盾牌,8,3,11,副手,
17120,怯懦盾牌,8,4,12,副手,
17166,星域神盾,8,0,8,副手,
17167,星域神盾,8,1,9,副手,
17168,星域神盾,8,2,10,副手,
17169,星域神盾,8,3,11,副手,
17170,星域神盾,8,4,12,副手,
17316,火把,8,0,8,副手,
17317,火把,8,1,9,副手,
17318,火把,8,2,10,副手,
17319,火把,8,3,11,副手,
17320,火把,8,4,12,副手,
17066,盾牌,8,0,8,副手,
17067,盾牌,8,1,9,副手,
17068,盾牌,8,2,10,副手,
17069,盾牌,8,3,11,副手,
17070,盾牌,8,4,12,副手,
17091,石棺之盾,8,0,8,副手,
17092,石棺之盾,8,1,9,副手,
17093,石棺之盾,8,2,10,副手,
17094,石棺之盾,8,3,11,副手,
17095,石棺之盾,8,4,12,副手,
17141,破面之盾,8,0,8,副手,
17142,破面之盾,8,1,9,副手,
17143,破面之盾,8,2,10,副手,
17144,破面之盾,8,3,11,副手,
17145,破面之盾,8,4,12,副手,
17366,神圣权杖,8,0,8,副手,
17367,神圣权杖,8,1,9,副手,
17368,神圣权杖,8,2,10,副手,
17369,神圣权杖,8,3,11,副手,
17370,神圣权杖,8,4,12,副手,
17216,秘密之眼,8,0,8,副手,"宝珠,回蓝珠"
17217,秘密之眼,8,1,9,副手,"宝珠,回蓝珠"
17218,秘密之眼,8,2,10,副手,"宝珠,回蓝珠"
17219,秘密之眼,8,3,11,副手,"宝珠,回蓝珠"
17220,秘密之眼,8,4,12,副手,"宝珠,回蓝珠"
17291,苍空香炉,8,0,8,副手,
17292,苍空香炉,8,1,9,副手,
17293,苍空香炉,8,2,10,副手,
17294,苍空香炉,8,3,11,副手,
17295,苍空香炉,8,4,12,副手,
17391,茔烛,8,0,8,副手,
17392,茔烛,8,1,9,副手,
17393,茔烛,8,2,10,副手,
17394,茔烛,8,3,11,副手,
17395,茔烛,8,4,12,副手,
17266,萨满祭环,8,0,8,副手,血牌
17267,萨满祭环,8,1,9,副手,血牌
17268,萨满祭环,8,2,10,副手,血牌
17269,萨满祭环,8,3,11,副手,血牌
17270,萨满祭环,8,4,12,副手,血牌
17416,邪杖,8,0,8,副手,
17417,邪杖,8,1,9,副手,
17418,邪杖,8,2,10,副手,
17419,邪杖,8,3,11,副手,
17420,邪杖,8,4,12,副手,
17171,咒书,4,0,4,副手,
17172,咒书,4,1,5,副手,
17173,咒书,4,2,6,副手,
17174,咒书,4,3,7,副手,
17175,咒书,4,4,8,副手,
17321,唤雾号角,4,0,4,副手,
17322,唤雾号角,4,1,5,副手,
17323,唤雾号角,4,2,6,副手,
17324,唤雾号角,4,3,7,副手,
17325,唤雾号角,4,4,8,副手,
17221,怨灵之链,4,0,4,副手,狗链
17222,怨灵之链,4,1,5,副手,狗链
17223,怨灵之链,4,2,6,副手,狗链
17224,怨灵之链,4,3,7,副手,狗链
17225,怨灵之链,4,4,8,副手,狗链
17096,怯懦盾牌,4,0,4,副手,
17097,怯懦盾牌,4,1,5,副手,
17098,怯懦盾牌,4,2,6,副手,
17099,怯懦盾牌,4,3,7,副手,
17100,怯懦盾牌,4,4,8,副手,
17146,星域神盾,4,0,4,副手,
17147,星域神盾,4,1,5,副手,
17148,星域神盾,4,2,6,副手,
17149,星域神盾,4,3,7,副手,
17150,星域神盾,4,4,8,副手,
17296,火把,4,0,4,副手,
17297,火把,4,1,5,副手,
17298,火把,4,2,6,副手,
17299,火把,4,3,7,副手,
17300,火把,4,4,8,副手,
17046,盾牌,4,0,4,副手,
17047,盾牌,4,1,5,副手,
17048,盾牌,4,2,6,副手,
17049,盾牌,4,3,7,副手,
17050,盾牌,4,4,8,副手,
17071,石棺之盾,4,0,4,副手,
17072,石棺之盾,4,1,5,副手,
17073,石棺之盾,4,2,6,副手,
17074,石棺之盾,4,3,7,副手,
17075,石棺之盾,4,4,8,副手,
17121,破面之盾,4,0,4,副手,
17122,破面之盾,4,1,5,副手,
17123,破面之盾,4,2,6,副手,
17124,破面之盾,4,3,7,副手,
17125,破面之盾,4,4,8,副手,
17346,神圣权杖,4,0,4,副手,
17347,神圣权杖,4,1,5,副手,
17348,神圣权杖,4,2,6,副手,
17349,神圣权杖,4,3,7,副手,
17350,神圣权杖,4,4,8,副手,
17196,秘密之眼,4,0,4,副手,"宝珠,回蓝珠"
17197,秘密之眼,4,1,5,副手,"宝珠,回蓝珠"
17198,秘密之眼,4,2,6,副手,"宝珠,回蓝珠"
17199,秘密之眼,4,3,7,副手,"宝珠,回蓝珠"
17200,秘密之眼,4,4,8,副手,"宝珠,回蓝珠"
17271,苍空香炉,4,0,4,副手,
17272,苍空香炉,4,1,5,副手,
17273,苍空香炉,4,2,6,副手,
17274,苍空香炉,4,3,7,副手,
17275,苍空香炉,4,4,8,副手,
17371,茔烛,4,0,4,副手,
17372,茔烛,4,1,5,副手,
17373,茔烛,4,2,6,副手,
17374,茔烛,4,3,7,副手,
17375,茔烛,4,4,8,副手,
17246,萨满祭环,4,0,4,副手,血牌
17247,萨满祭环,4,1,5,副手,血牌
17248,萨满祭环,4,2,6,副手,血牌
17249,萨满祭环,4,3,7,副手,血牌
17250,萨满祭环,4,4,8,副手,血牌
17396,邪杖,4,0,4,副手,
17397,邪杖,4,1,5,副手,
17398,邪杖,4,2,6,副手,
17399,邪杖,4,3,7,副手,
17400,邪杖,4,4,8,副手,
17851,役牛,5,0,5,坐骑,
21831,役牛,5,1,6,坐骑,
21832,役牛,5,2,7,坐骑,
21833,役牛,5,3,8,坐骑,
21834,役牛,5,4,9,坐骑,
17884,战马,5,0,5,坐骑,
21943,战马,5,1,6,坐骑,
21944,战马,5,2,7,坐骑,
21945,战马,5,3,8,坐骑,
21946,战马,5,4,9,坐骑,
17846,铠马,5,0,5,坐骑,
21811,铠马,5,1,6,坐骑,
21812,铠马,5,2,7,坐骑,
21813,铠马,5,3,8,坐骑,
21814,铠马,5,4,9,坐骑,
17842,骑乘马,5,0,5,坐骑,
21795,骑乘马,5,1,6,坐骑,
21796,骑乘马,5,2,7,坐骑,
21797,骑乘马,5,3,8,坐骑,
21798,骑乘马,5,4,9,坐骑,
17890,冰霜公羊,6,0,6,坐骑,
21967,冰霜公羊,6,1,7,坐骑,
21968,冰霜公羊,6,2,8,坐骑,
21969,冰霜公羊,6,3,9,坐骑,
21970,冰霜公羊,6,4,10,坐骑,
17852,役牛,6,0,6,坐骑,
21835,役牛,6,1,7,坐骑,
21836,役牛,6,2,8,坐骑,
21837,役牛,6,3,9,坐骑,
21838,役牛,6,4,10,坐骑,
17885,战马,6,0,6,坐骑,
21947,战马,6,1,7,坐骑,
21948,战马,6,2,8,坐骑,
21949,战马,6,3,9,坐骑,
21950,战马,6,4,10,坐骑,
17847,铠马,6,0,6,坐骑,
21815,铠马,6,1,7,坐骑,
21816,铠马,6,2,8,坐骑,
21817,铠马,6,3,9,坐骑,
21818,铠马,6,4,10,坐骑,
17843,骑乘马,6,0,6,坐骑,
21799,骑乘马,6,1,7,坐骑,
21800,骑乘马,6,2,8,坐骑,
21801,骑乘马,6,3,9,坐骑,
21802,骑乘马,6,4,10,坐骑,
17853,役牛,7,0,7,坐骑,
21839,役牛,7,1,8,坐骑,
21840,役牛,7,2,9,坐骑,
21841,役牛,7,3,10,坐骑,
21842,役牛,7,4,11,坐骑,
17886,战马,7,0,7,坐骑,
21951,战马,7,1,8,坐骑,
21952,战马,7,2,9,坐骑,
21953,战马,7,3,10,坐骑,
21954,战马,7,4,11,坐骑,
17848,铠马,7,0,7,坐骑,
21819,铠马,7,1,8,坐骑,
21820,铠马,7,2,9,坐骑,
21821,铠马,7,3,10,坐骑,
21822,铠马,7,4,11,坐骑,
17844,骑乘马,7,0,7,坐骑,
21803,骑乘马,7,1,8,坐骑,
21804,骑乘马,7,2,9,坐骑,
21805,骑乘马,7,3,10,坐骑,
21806,骑乘马,7,4,11,坐骑,
17878,幽灵白骨马,8,1,9,坐骑,
17880,怒爪,8,1,9,坐骑,
17857,恐狼,6,0,6,坐骑,
21855,恐狼,6,1,7,坐骑,
21856,恐狼,6,2,8,坐骑,
21857,恐狼,6,3,9,坐骑,
21858,恐狼,6,4,10,坐骑,
17877,攻城弩炮,6,0,6,坐骑,
21931,攻城弩炮,6,1,7,坐骑,
21932,攻城弩炮,6,2,8,坐骑,
21933,攻城弩炮,6,3,9,坐骑,
21934,攻城弩炮,6,4,10,坐骑,
17882,春季棉尾兔,8,0,8,坐骑,
21935,春季棉尾兔,8,1,9,坐骑,
21936,春季棉尾兔,8,2,10,坐骑,
21937,春季棉尾兔,8,3,11,坐骑,
21938,春季棉尾兔,8,4,12,坐骑,
17876,毒液蛇怪,7,0,7,坐骑,
21927,毒液蛇怪,7,1,8,坐骑,
21928,毒液蛇怪,7,2,9,坐骑,
21929,毒液蛇怪,7,3,10,坐骑,
21930,毒液蛇怪,7,4,11,坐骑,
17875,烈焰蛇怪,7,0,7,坐骑,
21923,烈焰蛇怪,7,1,8,坐骑,
21924,烈焰蛇怪,7,2,9,坐骑,
21925,烈焰蛇怪,7,3,10,坐骑,
21926,烈焰蛇怪,7,4,11,坐骑,
17874,号令猛犸象,8,1,9,坐骑,
17854,役牛,8,0,8,坐骑,
21843,役牛,8,1,9,坐骑,
21844,役牛,8,2,10,坐骑,
21845,役牛,8,3,11,坐骑,
21846,役牛,8,4,12,坐骑,
17887,战马,8,0,8,坐骑,
21955,战马,8,1,9,坐骑,
21956,战马,8,2,10,坐骑,
21957,战马,8,3,11,坐骑,
21958,战马,8,4,12,坐骑,
17861,运输猛犸象,8,0,8,坐骑,
21871,运输猛犸象,8,1,9,坐骑,
21872,运输猛犸象,8,2,10,坐骑,
21873,运输猛犸象,8,3,11,坐骑,
21874,运输猛犸象,8,4,12,坐骑,
17849,铠马,8,0,8,坐骑,
21823,铠马,8,1,9,坐骑,
21824,铠马,8,2,10,坐骑,
21825,铠马,8,3,11,坐骑,
21826,铠马,8,4,12,坐骑,
17845,骑乘马,8,0,8,坐骑,
21807,骑乘马,8,1,9,坐骑,
21808,骑乘马,8,2,10,坐骑,
21809,骑乘马,8,3,11,坐骑,
21810,骑乘马,8,4,12,坐骑,
17869,精英冬熊,8,0,8,坐骑,
21903,精英冬熊,8,1,9,坐骑,
21904,精英冬熊,8,2,10,坐骑,
21905,精英冬熊,8,3,11,坐骑,
21906,精英冬熊,8,4,12,坐骑,
17871,精英大角公羊,8,0,8,坐骑,
21911,精英大角公羊,8,1,9,坐骑,
21912,精英大角公羊,8,2,10,坐骑,
21913,精英大角公羊,8,3,11,坐骑,
21914,精英大角公羊,8,4,12,坐骑,
17868,精英恐鸟,8,0,8,坐骑,
21899,精英恐鸟,8,1,9,坐骑,
21900,精英恐鸟,8,2,10,坐骑,
21901,精英恐鸟,8,3,11,坐骑,
21902,精英恐鸟,8,4,12,坐骑,
17872,精英沼泽蝾螈,8,0,8,坐骑,
21915,精英沼泽蝾螈,8,1,9,坐骑,
21916,精英沼泽蝾螈,8,2,10,坐骑,
21917,精英沼泽蝾螈,8,3,11,坐骑,
21918,精英沼泽蝾螈,8,4,12,坐骑,
17873,精英灰狼,8,0,8,坐骑,
21919,精英灰狼,8,1,9,坐骑,
21920,精英灰狼,8,2,10,坐骑,
21921,精英灰狼,8,3,11,坐骑,
21922,精英灰狼,8,4,12,坐骑,
17870,精英野猪,8,0,8,坐骑,
21907,精英野猪,8,1,9,坐骑,
21908,精英野猪,8,2,10,坐骑,
21909,精英野猪,8,3,11,坐骑,
21910,精英野猪,8,4,12,坐骑,
17855,巨鹿,4,0,4,坐骑,
21847,巨鹿,4,1,5,坐骑,
21848,巨鹿,4,2,6,坐骑,
21849,巨鹿,4,3,7,坐骑,
21850,巨鹿,4,4,8,坐骑,
17850,役牛,4,0,4,坐骑,
21827,役牛,4,1,5,坐骑,
21828,役牛,4,2,6,坐骑,
21829,役牛,4,3,7,坐骑,
21830,役牛,4,4,8,坐骑,
17841,骑乘马,4,0,4,坐骑,
21791,骑乘马,4,1,5,坐骑,
21792,骑乘马,4,2,6,坐骑,
21793,骑乘马,4,3,7,坐骑,
21794,骑乘马,4,4,8,坐骑,
17881,莫甘娜梦魇,8,1,9,坐骑,
17888,讨厌的蜥蜴,7,0,7,坐骑,
21959,讨厌的蜥蜴,7,1,8,坐骑,
21960,讨厌的蜥蜴,7,2,9,坐骑,
21961,讨厌的蜥蜴,7,3,10,坐骑,
21962,讨厌的蜥蜴,7,4,11,坐骑,
17879,迅爪,5,1,6,坐骑,
17863,配鞍冬熊,5,0,5,坐骑,
21879,配鞍冬熊,5,1,6,坐骑,
21880,配鞍冬熊,5,2,7,坐骑,
21881,配鞍冬熊,5,3,8,坐骑,
21882,配鞍冬熊,5,4,9,坐骑,
17865,配鞍大角羊,5,0,5,坐骑,
21887,配鞍大角羊,5,1,6,坐骑,
21888,配鞍大角羊,5,2,7,坐骑,
21889,配鞍大角羊,5,3,8,坐骑,
21890,配鞍大角羊,5,4,9,坐骑,
17860,配鞍恐熊,8,0,8,坐骑,
21867,配鞍恐熊,8,1,9,坐骑,
21868,配鞍恐熊,8,2,10,坐骑,
21869,配鞍恐熊,8,3,11,坐骑,
21870,配鞍恐熊,8,4,12,坐骑,
17858,配鞍恐猪,7,0,7,坐骑,
21859,配鞍恐猪,7,1,8,坐骑,
21860,配鞍恐猪,7,2,9,坐骑,
21861,配鞍恐猪,7,3,10,坐骑,
21862,配鞍恐猪,7,4,11,坐骑,
17891,配鞍恐鸟,7,0,7,坐骑,
21971,配鞍恐鸟,7,1,8,坐骑,
21972,配鞍恐鸟,7,2,9,坐骑,
21973,配鞍恐鸟,7,3,10,坐骑,
21974,配鞍恐鸟,7,4,11,坐骑,
17862,配鞍摩亚鸟,5,0,5,坐骑,
21875,配鞍摩亚鸟,5,1,6,坐骑,
21876,配鞍摩亚鸟,5,2,7,坐骑,
21877,配鞍摩亚鸟,5,3,8,坐骑,
21878,配鞍摩亚鸟,5,4,9,坐骑,
17866,配鞍沼泽蝾螈,5,0,5,坐骑,
21891,配鞍沼泽蝾螈,5,1,6,坐骑,
21892,配鞍沼泽蝾螈,5,2,7,坐骑,
21893,配鞍沼泽蝾螈,5,3,8,坐骑,
21894,配鞍沼泽蝾螈,5,4,9,坐骑,
17859,配鞍沼泽龙,7,0,7,坐骑,
21863,配鞍沼泽龙,7,1,8,坐骑,
21864,配鞍沼泽龙,7,2,9,坐骑,
21865,配鞍沼泽龙,7,3,10,坐骑,
21866,配鞍沼泽龙,7,4,11,坐骑,
17867,配鞍灰狼,5,0,5,坐骑,
21895,配鞍灰狼,5,1,6,坐骑,
21896,配鞍灰狼,5,2,7,坐骑,
21897,配鞍灰狼,5,3,8,坐骑,
21898,配鞍灰狼,5,4,9,坐骑,
17864,配鞍野猪,5,0,5,坐骑,
21883,配鞍野猪,5,1,6,坐骑,
21884,配鞍野猪,5,2,7,坐骑,
21885,配鞍野猪,5,3,8,坐骑,
21886,配鞍野猪,5,4,9,坐骑,
17883,阿瓦隆蜥蜴,7,0,7,坐骑,
21939,阿瓦隆蜥蜴,7,1,8,坐骑,
21940,阿瓦隆蜥蜴,7,2,9,坐骑,
21941,阿瓦隆蜥蜴,7,3,10,坐骑,
21942,阿瓦隆蜥蜴,7,4,11,坐骑,
17889,雪地哈士奇,7,0,7,坐骑,
21963,雪地哈士奇,7,1,8,坐骑,
21964,雪地哈士奇,7,2,9,坐骑,
21965,雪地哈士奇,7,3,10,坐骑,
21966,雪地哈士奇,7,4,11,坐骑,
17856,驼鹿,6,0,6,坐骑,
21851,驼鹿,6,1,7,坐骑,
21852,驼鹿,6,2,8,坐骑,
21853,驼鹿,6,3,9,坐骑,
21854,驼鹿,6,4,10,坐骑,
22130,刺客兜帽,5,0,5,头,"roll头,CD头"
22131,刺客兜帽,5,1,6,头,"roll头,CD头"
22132,刺客兜帽,5,2,7,头,"roll头,CD头"
